business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
U001,200769623,WAL-MAR corporation,24-04-2020 21:50,2020,1930732961,02-04-2020,17-04-2020 00:00,02-04-2020 00:00,NAH4,31610.43,0-15
U001,200777735,NASH  llc,06-03-2020 12:28,2020,1930576618,05-03-2020,20-03-2020 00:00,05-03-2020 00:00,NAA8,16491.13,
U001,200726979,BJ'S  corp,26-04-2020 07:40,2020,1930715869,29-03-2020,13-04-2020 00:00,29-03-2020 00:00,NAA8,667.96,0-15
U001,200778870,C corporation,28-05-2020 00:00,2020,1930764073,08-04-2020,23-04-2020 00:00,08-04-2020 00:00,NAA8,8161.5,31-45
U001,200776463,KROGE in,22-04-2020 21:50,2020,1930693797,24-03-2020,08-04-2020 00:00,24-03-2020 00:00,NAA8,103985.27,0-15
U001,200729942,SA trust,28-05-2020 02:52,2020,1930647125,13-03-2020,17-05-2020 00:00,13-03-2020 00:00,NAGD,4006.38,0-15
U001,200418007,AM in,29-04-2020 13:26,2020,1930764257,16-04-2020,01-05-2020 00:00,16-04-2020 00:00,NAA8,2498.27,
U001,200762301,C&S WH corp,05-06-2020 12:14,2020,1930719411,30-03-2020,03-06-2020 00:00,30-03-2020 00:00,NAGD,1071.38,0-15
U001,200769623,WAL-MAR corp,29-04-2020 18:57,2020,1930750437,05-04-2020,20-04-2020 00:00,05-04-2020 00:00,NAH4,10164.82,0-15
U001,200726979,BJ'S  corp,29-04-2020 00:57,2020,1930717118,30-03-2020,14-04-2020 00:00,30-03-2020 00:00,NAA8,15235.13,16-30
U001,200769623,WAL-MAR foundation,04-04-2020 16:33,2020,1930629852,10-03-2020,25-03-2020 00:00,10-03-2020 00:00,NAH4,15728.13,0-15
U001,100024776,PEA in,15-05-2020 14:09,2020,1930810293,23-04-2020,28-05-2020 00:00,23-04-2020 00:00,NAG2,7214.57,
U001,200769623,WAL-MAR associates,23-04-2020 06:43,2020,1930714796,28-03-2020,12-04-2020 00:00,28-03-2020 00:00,NAH4,36369.05,0-15
U001,200769623,WAL-MAR corp,31-03-2020 12:28,2020,1930609912,06-03-2020,21-03-2020 00:00,06-03-2020 00:00,NAH4,106.67,0-15
U001,200743123,KROGER corp,25-04-2020 01:40,2020,1930672929,20-03-2020,04-04-2020 00:00,20-03-2020 00:00,NAA8,133818.72,16-30
U001,200743123,KROGER in,24-05-2020 04:48,2020,1930822629,27-04-2020,12-05-2020 00:00,27-04-2020 00:00,NAA8,13713.39,0-15
U001,200803720,DEC foundation,11-04-2020 13:12,2020,1930690648,24-03-2020,08-04-2020 00:00,16-03-2020 00:00,NAM4,374.64,0-15
U001,200794332,COST associates,30-04-2020 17:02,2020,1930719716,30-03-2020,14-04-2020 00:00,30-03-2020 00:00,NAAX,39222.02,16-30
U013,140103409,BUTTE co,24-05-2020 12:28,2020,1991839567,17-03-2020,16-04-2020 00:00,17-03-2020 00:00,NAVE,21814.89,31-45
U001,200704858,WAKE co,05-04-2020 16:33,2020,1930669921,20-03-2020,04-04-2020 00:00,20-03-2020 00:00,NAA8,5646.39,0-15
U001,200750051,ALBER corp,01-05-2020 11:31,2020,1930797286,17-04-2020,02-05-2020 00:00,17-04-2020 00:00,NAA8,54518.4,
U001,200794332,COST systems,25-04-2020 02:24,2020,1930671296,20-03-2020,04-04-2020 00:00,20-03-2020 00:00,NAAX,81653.8,16-30
U001,200762301,C&S WH foundation,24-03-2020 13:40,2020,1930623634,10-03-2020,25-03-2020 00:00,10-03-2020 00:00,NAC6,21827.01,
U001,200020431,DEC trust,24-03-2020 16:33,2020,1930682904,21-03-2020,08-04-2020 00:00,16-03-2020 00:00,NAM4,81,
U001,200744019,TARG us,23-05-2020 18:00,2020,1930828708,29-04-2020,14-05-2020 00:00,29-04-2020 00:00,NAA8,14267.08,0-15
U001,200726979,BJ'S  trust,26-04-2020 22:48,2020,1930729936,01-04-2020,16-04-2020 00:00,01-04-2020 00:00,NAA8,24918.62,0-15
U001,200418007,AM in,30-05-2020 03:07,2020,1930802482,22-04-2020,07-05-2020 00:00,22-04-2020 00:00,NAA8,19175.38,16-30
U001,200794332,COST foundation,02-05-2020 09:36,2020,1930717822,30-03-2020,14-04-2020 00:00,30-03-2020 00:00,NAAX,24691.93,16-30
U001,200741174,M B  corp,20-03-2020 11:45,2020,1930641036,11-03-2020,26-03-2020 00:00,11-03-2020 00:00,NAA8,18754.85,
U001,200739534,OK corp,01-05-2020 23:02,2020,1930798569,18-04-2020,03-05-2020 00:00,18-04-2020 00:00,NAA8,19134.36,
U001,200705742,DOT systems,13-03-2020 09:50,2020,1930622901,07-03-2020,22-03-2020 00:00,07-03-2020 00:00,NAA8,25243.61,
U001,200257211,SUI corporation,06-05-2020 07:40,2020,1930715623,20-03-2020,04-04-2020 00:00,20-03-2020 00:00,NAA8,43286.07,31-45
U001,200769623,WAL-MAR trust,30-04-2020 16:04,2020,1930729846,01-04-2020,16-04-2020 00:00,01-04-2020 00:00,NAH4,15038.06,0-15
U001,200764795,SYSCO  llc,27-04-2020 19:55,2020,1930581724,04-03-2020,05-04-2020 00:00,04-03-2020 00:00,NA32,10208,16-30
U001,200726979,BJ'S  foundation,17-04-2020 04:48,2020,1930666521,18-03-2020,02-04-2020 00:00,18-03-2020 00:00,NAA8,316.93,16-30
U001,200458131,TIMES associates,01-06-2020 09:07,2020,1930676786,27-03-2020,11-04-2020 00:00,27-03-2020 00:00,NAA8,5524.35,46-60
U001,200936373,SUPE ,19-05-2020 23:02,2020,1930809722,22-04-2020,07-05-2020 00:00,22-04-2020 00:00,NAA8,36152.94,0-15
U001,200744019,TARG trust,28-05-2020 05:16,2020,1930849997,04-05-2020,19-05-2020 00:00,04-05-2020 00:00,NAA8,1799.9,0-15
U013,140103335,PARAM us,19-05-2020 11:31,2020,1991840746,16-03-2020,15-04-2020 00:00,16-03-2020 00:00,NAVE,33064.89,31-45
CA02,140104229,A & W F associates,24-05-2020 23:16,2020,2960633342,10-05-2020,20-05-2020 00:00,10-05-2020 00:00,CA10,3874.878,0-15
U001,100031704,DELHAIZE us,06-05-2020 06:57,2020,1930801392,20-04-2020,05-05-2020 00:00,20-04-2020 00:00,NAA8,56725.42,0-15
U001,200706844,WINC trust,02-05-2020 23:31,2020,1930709453,31-03-2020,15-04-2020 00:00,31-03-2020 00:00,NAA8,6242.34,16-30
U001,200705372,FR trust,22-04-2020 01:12,2020,1930652968,17-03-2020,01-04-2020 00:00,17-03-2020 00:00,NAA8,150810.74,16-30
U001,200769623,WAL-MAR trust,28-05-2020 16:33,2020,1930861450,07-05-2020,22-05-2020 00:00,07-05-2020 00:00,NAH4,18215.64,0-15
U001,200721222,GO corp,16-04-2020 02:24,2020,1930687943,23-03-2020,07-04-2020 00:00,23-03-2020 00:00,NAA8,18701.48,0-15
U001,200705742,DOT us,19-06-2020 11:16,2020,1930862343,05-05-2020,08-06-2020 00:00,05-05-2020 00:00,NAAW,57336.97,0-15
U001,200769623,WAL-MAR foundation,28-04-2020 14:24,2020,1930725400,01-04-2020,16-04-2020 00:00,01-04-2020 00:00,NAH4,1898.9,0-15
U001,200769623,WAL-MAR systems,04-05-2020 18:14,2020,1930778681,12-04-2020,27-04-2020 00:00,12-04-2020 00:00,NAH4,75276.54,0-15
U001,200555117,BURR associates,10-05-2020 18:43,2020,1930751143,09-04-2020,24-04-2020 00:00,09-04-2020 00:00,NAA8,50116.5,16-30
U001,200974851,RESTA systems,03-05-2020 05:16,2020,1930631179,11-03-2020,26-03-2020 00:00,11-03-2020 00:00,NAA8,1045.09,31-45
U001,200726979,BJ'S  llc,23-04-2020 22:04,2020,1930674447,20-03-2020,04-04-2020 00:00,20-03-2020 00:00,NAA8,819.64,16-30
U001,200726979,BJ'S  foundation,03-05-2020 23:45,2020,1930752825,05-04-2020,20-04-2020 00:00,05-04-2020 00:00,NAA8,198.38,0-15
U001,200769623,WAL-MAR foundation,17-04-2020 10:33,2020,1930682863,21-03-2020,05-04-2020 00:00,21-03-2020 00:00,NAH4,17631.81,0-15
U001,200769623,WAL-MAR corp,15-04-2020 09:36,2020,1930686257,23-03-2020,07-04-2020 00:00,23-03-2020 00:00,NAH4,55345.54,0-15
U001,200759878,SA trust,14-04-2020 20:09,2020,1930699455,26-03-2020,10-04-2020 00:00,26-03-2020 00:00,NAH4,5153.79,0-15
U001,200769623,WAL-MAR corporation,19-04-2020 20:09,2020,1930694468,24-03-2020,08-04-2020 00:00,24-03-2020 00:00,NAH4,4272.16,0-15
U001,200726979,BJ'S  trust,18-05-2020 04:33,2020,1930827989,25-04-2020,10-05-2020 00:00,25-04-2020 00:00,NAA8,285.8,0-15
U001,200759878,SA systems,28-05-2020 05:45,2020,1930848693,04-05-2020,19-05-2020 00:00,04-05-2020 00:00,NAH4,31209.43,0-15
U001,200769623,WAL-MAR trust,06-04-2020 10:19,2020,1930617883,10-03-2020,25-03-2020 00:00,10-03-2020 00:00,NAH4,15528.95,0-15
U001,200744019,TARG foundation,15-04-2020 21:21,2020,1930661319,17-03-2020,01-04-2020 00:00,17-03-2020 00:00,NAA8,16362.7,0-15
U001,200769623,WAL-MAR in,21-04-2020 08:52,2020,1930707495,27-03-2020,11-04-2020 00:00,27-03-2020 00:00,NAH4,46889.88,0-15
U001,200803720,DEC in,19-04-2020 10:04,2020,1930820038,23-04-2020,09-05-2020 00:00,16-04-2020 00:00,NAM4,1309.66,
U001,200526831,PERISH associates,18-03-2020 08:38,2020,1930630439,10-03-2020,25-03-2020 00:00,10-03-2020 00:00,NAA8,102686.95,
U001,200308132,COLORA systems,23-05-2020 07:12,2020,1930851560,02-05-2020,17-05-2020 00:00,02-05-2020 00:00,NAA8,19909.04,0-15
U001,200769623,WAL-MAR systems,23-05-2020 07:12,2020,1930855065,04-05-2020,19-05-2020 00:00,04-05-2020 00:00,NAH4,29419.25,0-15
U001,200418007,AM in,24-05-2020 08:09,2020,1930819711,23-04-2020,08-05-2020 00:00,23-04-2020 00:00,NAA8,10301.52,16-30
U001,200769623,WAL-MAR co,28-04-2020 06:28,2020,1930747258,05-04-2020,20-04-2020 00:00,05-04-2020 00:00,NAH4,19581.58,0-15
U001,200769072,GREC associates,21-04-2020 05:31,2020,1930547631,27-02-2020,30-03-2020 00:00,27-02-2020 00:00,NA32,9205.65,16-30
U001,200769623,WAL-MAR us,16-04-2020 13:40,2020,1930660940,18-03-2020,02-04-2020 00:00,18-03-2020 00:00,NAH4,10505.59,0-15
U001,200769623,WAL-MAR corporation,10-05-2020 10:19,2020,1930794208,16-04-2020,01-05-2020 00:00,16-04-2020 00:00,NAH4,41282.06,0-15
U001,200769623,WAL-MAR us,25-05-2020 20:24,2020,1930854162,04-05-2020,19-05-2020 00:00,04-05-2020 00:00,NAH4,661.11,0-15
U001,200705742,DOT ,28-05-2020 18:00,2020,1930781352,13-04-2020,15-05-2020 00:00,13-04-2020 00:00,NA32,14894.14,0-15
U001,200759878,SA corporation,21-05-2020 08:38,2020,1930844778,02-05-2020,17-05-2020 00:00,02-05-2020 00:00,NAH4,14001.29,0-15
U001,200762301,C&S WH corp,15-04-2020 13:12,2020,1930718526,30-03-2020,14-04-2020 00:00,30-03-2020 00:00,NAC6,27454.1,0-15
U001,200744019,TARG in,26-05-2020 10:04,2020,1930825443,25-04-2020,10-05-2020 00:00,25-04-2020 00:00,NAA8,15817.6,16-30
U001,200794332,COST co,15-04-2020 09:36,2020,1930651376,14-03-2020,29-03-2020 00:00,14-03-2020 00:00,NAAX,14204.38,16-30
U001,200726979,BJ'S  us,08-04-2020 14:38,2020,1930629637,10-03-2020,25-03-2020 00:00,10-03-2020 00:00,NAA8,194.08,0-15
U001,200555117,BURR associates,11-04-2020 22:19,2020,1930645457,13-03-2020,28-03-2020 00:00,13-03-2020 00:00,NAA8,112320.55,0-15
U001,200769623,WAL-MAR corp,06-04-2020 22:48,2020,1930645687,14-03-2020,29-03-2020 00:00,14-03-2020 00:00,NAH4,16495.4,0-15
U001,200769623,WAL-MAR systems,22-03-2020 21:21,2020,1930577259,29-02-2020,15-03-2020 00:00,29-02-2020 00:00,NAH4,58730.67,0-15
U001,100031704,DELHAIZE ,10-04-2020 18:00,2020,1930687343,23-03-2020,07-04-2020 00:00,23-03-2020 00:00,NAA8,57508.29,0-15
U001,200769623,WAL-MAR corp,19-05-2020 08:38,2020,1930845070,02-05-2020,17-05-2020 00:00,02-05-2020 00:00,NAH4,36319.29,0-15
U001,200761734,H E BUT associates,08-05-2020 14:24,2020,1930822287,24-04-2020,09-05-2020 00:00,24-04-2020 00:00,NAA8,63880.14,
U001,200744019,TARG llc,03-05-2020 12:57,2020,1930798417,18-04-2020,03-05-2020 00:00,18-04-2020 00:00,NAA8,27159.3,0-15
U001,200759878,SA corp,04-05-2020 09:36,2020,1930705962,27-03-2020,11-04-2020 00:00,27-03-2020 00:00,NAH4,20164.81,16-30
U001,100051489,G&K associates,27-04-2020 18:28,2020,1930774978,09-04-2020,24-04-2020 00:00,09-04-2020 00:00,NAA8,8250,0-15
U001,200769623,WAL-MAR systems,02-04-2020 16:33,2020,1930621619,08-03-2020,23-03-2020 00:00,08-03-2020 00:00,NAH4,11834.16,0-15
U001,200744019,TARG systems,15-04-2020 01:12,2020,1930703895,30-03-2020,14-04-2020 00:00,30-03-2020 00:00,NAA8,34499.15,0-15
U001,200775094,SAVE M foundation,29-03-2020 15:21,2020,1930674687,20-03-2020,04-04-2020 00:00,20-03-2020 00:00,NAA8,40873.09,
U001,200769623,WAL-MAR foundation,18-04-2020 21:07,2020,1930705141,25-03-2020,09-04-2020 00:00,25-03-2020 00:00,NAH4,33496.48,0-15
U001,200772595,SAFEW corporation,12-05-2020 11:16,2020,1930582061,28-02-2020,03-05-2020 00:00,28-02-2020 00:00,NAGD,10543.17,0-15
U001,200786288,FAMILY foundation,21-05-2020 11:45,2020,1930808630,22-04-2020,07-05-2020 00:00,22-04-2020 00:00,NAC6,46869.77,0-15
U001,200769623,WAL-MAR corp,23-04-2020 00:43,2020,1930724370,01-04-2020,16-04-2020 00:00,01-04-2020 00:00,NAH4,36450.09,0-15
U001,200707822,PUBLI us,15-05-2020 01:40,2020,1930801592,21-04-2020,06-05-2020 00:00,21-04-2020 00:00,NAA8,104176.8,0-15
U001,200129450,NU in,02-07-2020 03:50,2020,1930759642,08-04-2020,08-05-2020 00:00,08-04-2020 00:00,NAD5,53819.93,46-60
U001,100049552,SUNN llc,22-04-2020 03:50,2020,1930794917,17-04-2020,02-05-2020 00:00,17-04-2020 00:00,NAA8,21413,
U001,200744019,TARG corp,31-03-2020 21:21,2020,1930654293,16-03-2020,31-03-2020 00:00,16-03-2020 00:00,NAA8,7231.54,0-15
U001,200769623,WAL-MAR corporation,06-04-2020 21:07,2020,1930655126,16-03-2020,31-03-2020 00:00,16-03-2020 00:00,NAH4,41233.26,0-15
U001,200353024,DECA corp,15-03-2020 06:28,2020,1930689874,24-03-2020,26-03-2020 00:00,16-03-2020 00:00,NAM2,18172.21,
U001,200749782,KROG trust,04-05-2020 09:07,2020,1930753915,07-04-2020,22-04-2020 00:00,07-04-2020 00:00,NAA8,33099.46,0-15
U001,100032505,KEHE ,28-04-2020 14:24,2020,1930846926,05-05-2020,20-05-2020 00:00,05-05-2020 00:00,NAA8,21911.62,
U001,200020431,DEC llc,02-04-2020 06:14,2020,1930817472,23-04-2020,23-04-2020 00:00,16-04-2020 00:00,NAM1,5241.52,
U001,200772670,ASSOCIAT associates,09-04-2020 22:48,2020,1930580081,01-03-2020,16-03-2020 00:00,01-03-2020 00:00,NAU5,17515.53,16-30
U001,200726979,BJ'S  ,05-04-2020 11:02,2020,1930594081,04-03-2020,19-03-2020 00:00,04-03-2020 00:00,NAA8,760.75,16-30
U001,200769623,WAL-MAR systems,26-04-2020 20:52,2020,1930729184,03-04-2020,18-04-2020 00:00,03-04-2020 00:00,NAH4,47575.52,0-15
U001,200762301,C&S WH llc,18-05-2020 03:07,2020,1930641685,12-03-2020,16-05-2020 00:00,12-03-2020 00:00,NAGD,1059.09,0-15
U001,200761734,H E BUT co,12-04-2020 18:43,2020,1930747443,04-04-2020,19-04-2020 00:00,04-04-2020 00:00,NAA8,61297.3,
U001,200712105,WALG in,25-05-2020 12:14,2020,1930779631,12-04-2020,27-04-2020 00:00,12-04-2020 00:00,NAA8,48157.28,16-30
U001,200759878,SA associates,18-05-2020 16:48,2020,1930812531,26-04-2020,11-05-2020 00:00,26-04-2020 00:00,NAH4,13789.99,0-15
U001,200747369,SCHNU llc,27-04-2020 03:50,2020,1930724856,01-04-2020,16-04-2020 00:00,01-04-2020 00:00,NAA8,85886.7,0-15
U001,200794332,COST foundation,29-05-2020 21:50,2020,1930832233,28-04-2020,13-05-2020 00:00,28-04-2020 00:00,NAAX,9986.09,16-30
U001,200739534,OK ,21-04-2020 13:40,2020,1930748595,04-04-2020,19-04-2020 00:00,04-04-2020 00:00,NAA8,44297.85,0-15
U001,200769623,WAL-MAR corp,05-04-2020 14:38,2020,1930621462,11-03-2020,26-03-2020 00:00,11-03-2020 00:00,NAH4,1428.94,0-15
U001,200762301,C&S WH llc,02-04-2020 22:48,2020,1930660062,18-03-2020,02-04-2020 00:00,18-03-2020 00:00,NAC6,6203.27,0-15
U001,200780383,MEIJ corporation,09-04-2020 04:33,2020,1930666578,19-03-2020,03-04-2020 00:00,19-03-2020 00:00,NAA8,3023.21,0-15
U001,200769623,WAL-MAR llc,15-05-2020 07:40,2020,1930831484,27-04-2020,12-05-2020 00:00,27-04-2020 00:00,NAH4,53501.89,0-15
U001,200769623,WAL-MAR trust,18-04-2020 00:57,2020,1930683476,22-03-2020,06-04-2020 00:00,22-03-2020 00:00,NAH4,47703.27,0-15
U001,200726979,BJ'S  llc,27-05-2020 13:40,2020,1930822187,23-04-2020,08-05-2020 00:00,23-04-2020 00:00,NAA8,535.88,16-30
U001,200769623,WAL-MAR corp,18-04-2020 22:19,2020,1930687176,24-03-2020,08-04-2020 00:00,24-03-2020 00:00,NAH4,11022.34,0-15
U001,200729290,KROGER trust,01-05-2020 01:55,2020,1930747390,05-04-2020,20-04-2020 00:00,05-04-2020 00:00,NAA8,33003.98,0-15
U001,200707822,PUBLI ,17-05-2020 21:21,2020,1930811884,22-04-2020,07-05-2020 00:00,22-04-2020 00:00,NAA8,5862.13,0-15
U001,200712105,WALG associates,03-05-2020 21:50,2020,1930754250,06-04-2020,21-04-2020 00:00,06-04-2020 00:00,NAA8,81430.28,0-15
CA02,140104440,SO in,29-04-2020 10:48,2020,2960627923,13-04-2020,25-04-2020 00:00,15-04-2020 00:00,CA10,6447.385,0-15
U001,200759878,SA llc,28-03-2020 00:14,2020,1930609847,06-03-2020,21-03-2020 00:00,06-03-2020 00:00,NAH4,14516.33,0-15
U001,200705742,DOT corp,04-04-2020 09:36,2020,1930612400,06-03-2020,09-04-2020 00:00,06-03-2020 00:00,NAAW,24681.11,
U001,100031704,DELHAIZE trust,22-05-2020 07:55,2020,1930715619,30-03-2020,14-04-2020 00:00,30-03-2020 00:00,NAA8,36129.77,31-45
U001,200769623,WAL-MAR systems,19-05-2020 17:16,2020,1930829042,26-04-2020,11-05-2020 00:00,26-04-2020 00:00,NAH4,44836.11,0-15
U001,200726979,BJ'S  foundation,21-05-2020 11:45,2020,1930852140,03-05-2020,18-05-2020 00:00,03-05-2020 00:00,NAA8,250.09,0-15
U001,200769623,WAL-MAR in,07-05-2020 19:12,2020,1930784228,15-04-2020,30-04-2020 00:00,15-04-2020 00:00,NAH4,72650.55,0-15
CA02,140105686,SYSC us,21-05-2020 10:19,2020,2960629748,22-04-2020,10-05-2020 00:00,30-04-2020 00:00,CA10,3258.15,0-15
U001,200148860,DOLLA in,15-05-2020 11:16,2020,1930731492,03-04-2020,18-04-2020 00:00,03-04-2020 00:00,NAA8,54934.98,16-30
U001,100006311,QUALITY C associates,31-05-2020 12:57,2020,1930883584,09-05-2020,24-05-2020 00:00,09-05-2020 00:00,NAA8,20175.8,0-15
U001,CCU013,KRAFT F associates,05-04-2020 13:26,2020,1930582704,03-03-2020,03-03-2020 00:00,03-03-2020 00:00,NAX2,8726.06,31-45
U001,200212683,RUIZ F foundation,17-05-2020 18:28,2020,1930810411,23-04-2020,08-05-2020 00:00,23-04-2020 00:00,NAA8,40776.12,0-15
U001,200915438,GROC corp,25-05-2020 19:40,2020,1930877771,13-05-2020,28-05-2020 00:00,13-05-2020 00:00,NAA8,21880,
U001,200759878,SA ,27-03-2020 12:28,2020,1930645182,13-03-2020,28-03-2020 00:00,13-03-2020 00:00,NAH4,30649.38,
U001,200353024,DECA us,23-04-2020 00:00,2020,1930877184,08-05-2020,11-05-2020 00:00,01-05-2020 00:00,NAM2,8496.29,
U001,200763489,GENERAL foundation,08-06-2020 17:31,2020,1930872773,07-05-2020,22-05-2020 00:00,07-05-2020 00:00,NAA8,43636.42,16-30
U001,200769623,WAL-MAR us,27-05-2020 05:02,2020,1930833805,29-04-2020,14-05-2020 00:00,29-04-2020 00:00,NAH4,12219.74,0-15
U001,200769623,WAL-MAR associates,30-03-2020 01:40,2020,1930611145,06-03-2020,21-03-2020 00:00,06-03-2020 00:00,NAH4,34242.87,0-15
U001,200705742,DOT corp,15-04-2020 18:00,2020,1930672301,19-03-2020,22-04-2020 00:00,19-03-2020 00:00,NAAW,13305.55,
CA02,100034821,17135 us,17-04-2020 01:40,2020,2960616561,06-03-2020,18-03-2020 00:00,08-03-2020 00:00,CA10,2890.314,31-45
U001,200799342,MITCH llc,04-05-2020 13:26,2020,1930688747,24-03-2020,08-04-2020 00:00,24-03-2020 00:00,NAA8,22054.2,16-30
U001,200759878,SA associates,17-03-2020 07:26,2020,1930583689,01-03-2020,16-03-2020 00:00,01-03-2020 00:00,NAH4,25225.45,0-15
U001,200769623,WAL-MAR corp,20-05-2020 09:50,2020,1930855118,03-05-2020,18-05-2020 00:00,03-05-2020 00:00,NAH4,69465.6,0-15
U001,200014556,ALBER corp,15-05-2020 23:02,2020,1930752419,06-04-2020,21-04-2020 00:00,06-04-2020 00:00,NAA8,48057.38,16-30
U001,200794332,COST associates,25-04-2020 08:38,2020,1930688881,25-03-2020,09-04-2020 00:00,25-03-2020 00:00,NAAX,8793.09,16-30
U001,200466603,SMITH'S co,12-05-2020 10:48,2020,1930708375,27-03-2020,11-04-2020 00:00,27-03-2020 00:00,NAA8,35438.65,31-45
U001,200726979,BJ'S  associates,24-04-2020 22:33,2020,1930753010,04-04-2020,19-04-2020 00:00,04-04-2020 00:00,NAA8,479.3,0-15
U001,CCCA02,KRAFT  llc,15-02-2020 04:33,2020,1930592756,03-03-2020,07-04-2020 00:00,03-03-2020 00:00,NAG2,16497,
U001,200793513,KROGER us,29-05-2020 09:50,2020,1930862934,06-05-2020,21-05-2020 00:00,06-05-2020 00:00,NAA8,123363.1,0-15
CA02,140104340,COLABOR  corp,28-04-2020 17:45,2020,2960624679,30-03-2020,11-04-2020 00:00,01-04-2020 00:00,CA10,54593.224,16-30
U001,200759878,SA corporation,05-04-2020 12:00,2020,1930653478,16-03-2020,31-03-2020 00:00,16-03-2020 00:00,NAH4,39323.85,0-15
U001,200726979,BJ'S  llc,06-06-2020 23:16,2020,1930635362,11-03-2020,15-05-2020 00:00,11-03-2020 00:00,NAGD,17590.55,16-30
U001,200744019,TARG llc,17-05-2020 05:16,2020,1930858202,05-05-2020,20-05-2020 00:00,05-05-2020 00:00,NAA8,10818.65,
U001,200418007,AM ,08-07-2020 21:36,2020,1930731732,02-04-2020,06-06-2020 00:00,02-04-2020 00:00,NAGD,3966.72,31-45
U001,200714710,SYSCO  foundation,10-04-2020 12:57,2020,1930561567,02-03-2020,17-03-2020 00:00,02-03-2020 00:00,NAA8,1920.8,16-30
U001,200792293,UNIFIE co,05-05-2020 06:14,2020,1930703732,25-03-2020,09-04-2020 00:00,25-03-2020 00:00,NAA8,24186.82,16-30
U001,200439158,POST  systems,10-05-2020 07:55,2020,1930687190,23-03-2020,07-04-2020 00:00,23-03-2020 00:00,NAA8,33942,31-45
U001,200794332,COST systems,02-06-2020 07:55,2020,1930839343,02-05-2020,17-05-2020 00:00,02-05-2020 00:00,NAAX,32481.88,16-30
U001,200762301,C&S WH corporation,17-05-2020 06:14,2020,1930831941,28-04-2020,13-05-2020 00:00,28-04-2020 00:00,NAC6,105035.05,0-15
U001,200797984,PIGGLY systems,20-03-2020 17:02,2020,1930660654,17-03-2020,01-04-2020 00:00,17-03-2020 00:00,NAA8,107091.28,
U001,200769623,WAL-MAR ,21-04-2020 04:19,2020,1930699744,26-03-2020,10-04-2020 00:00,26-03-2020 00:00,NAH4,60788.85,0-15
U001,200434439,BAUGH SU foundation,10-06-2020 07:26,2020,1930842721,29-04-2020,14-05-2020 00:00,29-04-2020 00:00,NAA8,56578.36,16-30
U001,200769623,WAL-MAR in,19-04-2020 18:00,2020,1930682627,23-03-2020,07-04-2020 00:00,23-03-2020 00:00,NAH4,9965.24,0-15
U001,200769623,WAL-MAR co,02-04-2020 20:24,2020,1930654787,16-03-2020,31-03-2020 00:00,16-03-2020 00:00,NAH4,62063.76,0-15
U001,200769623,WAL-MAR systems,21-03-2020 10:19,2020,1930576930,27-02-2020,13-03-2020 00:00,27-02-2020 00:00,NAH4,51765.55,0-15
U001,200769623,WAL-MAR associates,20-04-2020 15:50,2020,1930691062,23-03-2020,07-04-2020 00:00,23-03-2020 00:00,NAH4,5291.05,0-15
U001,200743996,STATER  systems,17-06-2020 03:36,2020,1930858188,06-05-2020,10-07-2020 00:00,06-05-2020 00:00,NAGD,2215.51,
U001,200759878,SA llc,11-04-2020 20:24,2020,1930683694,22-03-2020,06-04-2020 00:00,22-03-2020 00:00,NAH4,37436.23,0-15
CA02,100029649,LES ENTRE co,13-04-2020 06:43,2020,2960629407,17-04-2020,28-04-2020 00:00,18-04-2020 00:00,CA10,9667.56,
U001,200769623,WAL-MAR systems,20-04-2020 18:00,2020,1930687604,24-03-2020,08-04-2020 00:00,24-03-2020 00:00,NAH4,10763.3,0-15
U001,200769623,WAL-MAR in,03-04-2020 08:24,2020,1930614444,07-03-2020,22-03-2020 00:00,07-03-2020 00:00,NAH4,1898.9,0-15
U001,200759878,SA llc,13-04-2020 17:16,2020,1930699352,25-03-2020,09-04-2020 00:00,25-03-2020 00:00,NAH4,25462.8,0-15
CA02,140106408,WAL-M us,14-05-2020 22:48,2020,2960625222,29-03-2020,08-04-2020 00:00,29-03-2020 00:00,CA10,4462.185,31-45
U001,200149567,RESER llc,24-06-2020 10:33,2020,1930688062,23-03-2020,07-05-2020 00:00,23-03-2020 00:00,NABG,52501.5,46-60
CA02,140104409,LOB in,29-04-2020 05:02,2020,2960622831,20-03-2020,07-04-2020 00:00,28-03-2020 00:00,CA10,109861.64,16-30
U001,200255310,VALUE llc,11-06-2020 06:14,2020,1930834297,30-04-2020,15-05-2020 00:00,30-04-2020 00:00,NAU5,4309.2,16-30
U001,200744019,TARG llc,17-05-2020 09:50,2020,1930859717,06-05-2020,21-05-2020 00:00,06-05-2020 00:00,NAA8,21879.19,
CA02,140104429,COSTCO corp,13-04-2020 06:00,2020,2960623405,23-03-2020,04-04-2020 00:00,25-03-2020 00:00,CA10,10786.776,0-15
U001,200769623,WAL-MAR trust,21-05-2020 12:00,2020,1930838055,01-05-2020,16-05-2020 00:00,01-05-2020 00:00,NAH4,17009.41,0-15
U001,200772670,ASSOCIAT corporation,16-04-2020 10:48,2020,1930638297,11-03-2020,26-03-2020 00:00,11-03-2020 00:00,NAU5,5446.81,16-30
U001,200466603,SMITH'S llc,11-05-2020 14:09,2020,1930714717,27-03-2020,11-04-2020 00:00,27-03-2020 00:00,NAA8,31227.99,31-45
